105	289	267	121	221
233	72	243	89	183
144	291	157	234	170
220	11	125	105	243
126	283	4	118	92
101	37	131	32	123
228	255	10	143	122
272	253	174	135	109
161	298	99	149	163
211	183	187	6	126
72	19	22	219	48
231	32	253	220	284
190	39	202	190	159
133	47	260	66	48
39	167	2	18	99
160	270	220	149	122
215	27	240	213	240
91	159	130	17	168
142	58	77	149	243
36	83	60	23	252
87	165	75	269	21
192	125	284	91	268
39	36	161	105	151
286	216	24	89	101
201	209	103	172	242
192	122	45	289	112
196	211	118	57	226
78	178	234	172	142
273	7	238	233	81
267	70	169	231	100
248	158	224	116	237
72	77	236	263	17
162	164	202	188	148
281	163	280	290	146
169	295	126	97	153
59	208	113	203	143
24	90	107	51	46
119	142	150	210	80
101	215	46	137	204
146	184	134	274	221
48	222	259	42	128
256	142	258	256	41
154	256	3	72	124
66	268	270	224	217
158	94	6	145	253
138	72	225	138	21
10	107	36	274	91
23	36	22	255	110
257	145	43	85	158
95	92	255	101	187
265	152	64	92	190
283	267	73	210	54
275	256	113	110	74
210	116	125	116	184
203	117	157	178	250
224	162	160	84	297
253	121	22	119	222
123	63	32	137	104
281	125	225	200	261
40	257	63	254	158
214	207	122	117	185
41	79	227	291	121
88	231	57	67	21
61	201	229	238	198
101	65	291	66	33
272	215	100	226	282
250	285	138	117	143
52	270	224	275	38
193	113	216	293	183
142	24	277	162	75
51	69	11	148	233
57	3	191	239	145
50	46	147	24	14
54	256	143	37	211
125	293	120	171	7
276	24	229	120	62
39	18	54	188	272
43	156	25	272	118
44	170	76	20	157
178	211	282	6	155
294	169	199	1	64
275	57	246	193	189
6	293	87	151	274
198	211	257	143	110
46	280	250	240	132
282	20	200	260	44
241	170	35	1	148
22	187	201	289	278
162	255	148	218	4
247	202	294	295	104
246	264	269	172	13
261	244	192	253	300
74	20	53	267	200
90	157	285	272	17
9	199	149	80	263
138	276	92	222	296
88	111	203	82	130
64	92	249	32	250
243	26	229	75	279
23	164	37	219	139
300	138	226	107	97
184	77	62	172	22
3	10	6	127	292
70	26	47	179	281
85	38	258	138	48
179	54	239	180	242
119	242	131	191	171
28	177	125	25	235
265	121	78	256	254
135	157	125	131	4
265	230	200	99	108
172	167	44	7	295
39	22	34	34	168
248	96	168	157	21
69	242	247	25	70
126	134	86	227	242
21	232	61	195	163
204	212	140	7	180
269	292	290	97	197
217	131	13	130	141
268	12	216	30	282
205	87	193	66	249
81	78	291	104	102
69	123	113	253	52
10	45	227	289	264
201	62	123	208	222
237	103	53	171	274
114	117	25	88	244
16	54	205	84	61
157	110	140	140	141
25	109	106	18	51
127	202	262	237	274
259	145	232	263	117
118	112	28	178	210
145	300	117	19	174
90	137	146	193	182
66	85	99	294	226
177	174	4	128	57
29	119	151	169	234
114	215	18	59	140
72	180	155	3	215
133	122	217	125	122
169	19	20	82	184
18	146	286	95	11
184	15	296	22	49
259	88	33	181	235
28	221	5	282	167
125	139	263	284	135
210	32	205	147	154
121	203	45	246	186
60	32	186	164	193
30	143	279	41	169
39	7	39	104	110
114	10	22	127	135
257	195	125	96	123
289	96	190	141	139
160	179	219	98	16
166	69	5	133	135
216	299	267	128	132
216	166	249	25	111
133	226	291	242	237
56	277	175	283	215
198	8	132	67	280
181	292	83	12	283
175	173	147	258	63
53	97	145	259	207
4	245	281	296	59
147	168	103	271	128
150	137	82	143	8
59	105	25	67	224
129	253	124	249	245
242	232	206	296	297
125	22	66	192	87
250	289	292	140	9
2	215	42	154	214
239	40	207	203	297
214	60	102	219	13
175	294	218	276	46
99	17	146	7	223
249	88	15	89	238
227	5	17	96	240
273	144	273	279	68
241	158	293	83	182
19	175	204	17	196
126	236	260	296	188
84	118	278	5	290
38	150	168	22	240
136	50	18	11	115
161	33	71	259	193
94	107	191	268	189
115	26	1	260	293
226	99	247	45	186
14	149	262	60	177
241	144	274	12	101
235	26	147	261	118
27	153	12	78	295
97	292	175	62	208
246	104	278	88	74
84	104	10	251	127
52	95	208	1	112
20	205	75	145	9
182	243	94	62	30
63	163	36	215	3
158	63	257	58	83
141	283	240	139	105
215	80	281	274	113
294	233	252	130	178
215	198	193	94	267
251	40	86	48	4
40	235	225	145	18
80	169	189	43	106
10	247	264	161	40
279	241	196	264	225
122	183	198	251	7
122	270	122	166	298
74	182	190	100	74
233	62	237	151	33
92	214	175	238	212
181	174	135	298	296
82	57	188	187	260
74	201	51	45	54
12	8	42	80	239
18	69	114	135	220
236	102	38	163	190
199	177	132	159	225
271	64	173	100	147
201	276	205	260	39
32	197	9	298	185
49	78	212	104	23
15	299	94	3	59
101	53	239	185	103
99	203	161	219	8
154	280	246	298	221
231	285	228	293	168
61	281	82	83	120
153	124	21	240	190
106	258	109	195	254
69	105	192	53	247
48	139	298	83	150
282	49	101	215	173
29	248	13	107	108
230	198	194	247	147
67	208	100	144	239
143	267	39	60	248
188	2	88	170	298
110	253	282	64	251
168	153	281	166	132
210	126	77	146	61
238	218	255	115	195
189	272	81	143	258
32	33	105	27	244
285	248	178	291	182
179	264	261	54	172
153	281	57	259	158
270	106	56	24	162
169	185	255	164	83
256	79	144	213	28
152	7	198	166	75
200	32	54	266	150
33	49	60	112	245
77	129	24	271	165
292	227	299	51	243
35	14	94	253	128
86	140	175	47	135
292	235	160	123	273
96	164	138	233	144
94	300	161	269	129
278	192	22	194	48
275	270	16	209	179
58	138	64	162	59
27	61	142	121	162
197	122	35	93	216
95	168	134	33	218
246	192	174	54	87
167	256	273	275	235
105	9	276	21	193
51	82	278	281	274
208	176	16	13	42
65	30	138	105	232
140	98	154	36	52
36	204	281	166	232
63	140	274	93	74
106	119	146	41	251
83	260	247	117	291
236	42	34	217	181
247	163	282	236	278
99	182	47	154	280
225	64	143	120	125
291	295	230	255	35
163	270	42	184	218
83	102	236	250	56
70	284	168	229	91
11	290	147	40	285
61	292	50	31	73
203	209	240	91	10
144	78	163	52	288
242	45	234	104	204
73	200	119	25	292
290	3	248	168	185
174	120	115	84	171
127	296	203	213	29
121	286	59	5	56
97	236	26	62	67
181	135	280	72	233
112	54	111	290	136
138	182	167	203	13
156	139	266	133	149
101	156	279	25	227
44	58	177	152	264
87	58	281	278	226
16	86	276	61	38
145	293	10	160	132
136	253	84	278	143
241	200	53	182	188
211	139	300	188	84
227	157	141	189	164
90	73	150	171	41
254	206	84	108	3
108	55	13	108	235
29	155	86	209	122
104	83	21	51	168
263	83	56	132	258
6	20	200	92	175
107	171	15	206	45
88	254	42	99	125
30	227	30	78	197
18	274	6	84	127
290	272	278	111	135
227	117	266	137	249
23	170	114	81	142
89	154	231	75	22
198	183	46	283	77
196	35	58	143	139
288	223	51	57	37
69	246	142	125	274
174	77	243	283	75
138	174	60	145	24
223	7	77	22	208
155	252	158	278	159
274	242	11	248	163
163	110	223	244	216
234	264	88	96	207
283	249	120	56	2
192	48	234	222	191
21	40	263	111	79
15	58	44	196	9
185	70	76	99	251
78	112	281	81	250
38	283	101	20	79
201	180	37	179	97
193	23	9	15	31
219	238	2	88	187
194	34	8	186	24
7	26	35	38	141
141	159	11	256	34
25	127	95	264	110
194	133	203	140	63
47	164	13	156	182
120	102	277	245	55
13	97	280	46	101
30	75	226	202	182
191	285	196	293	22
123	170	77	23	157
201	259	254	51	14
286	128	194	108	13
293	236	267	60	120
290	198	31	11	83
244	223	64	171	249
266	215	277	149	171
108	220	74	157	254
8	1	245	105	168
182	43	153	187	56
86	68	167	152	71
53	109	90	212	216
268	208	31	52	149
141	104	123	112	105
136	180	171	45	130
52	67	201	28	207
187	12	213	282	278
242	110	155	246	206
172	250	167	58	151
254	101	114	281	87
39	216	44	18	97
44	300	106	228	164
13	234	244	56	93
21	285	289	214	52
207	159	149	269	88
90	192	200	238	106
198	213	248	215	126
300	162	184	265	174
114	22	209	226	88
10	168	217	115	247
26	259	202	56	251
121	279	267	74	86
27	161	125	61	94
200	186	44	1	2
156	77	157	68	151
12	5	249	217	244
293	124	260	293	282
182	205	95	297	96
287	92	288	24	191
256	83	13	132	81
118	250	196	251	180
70	266	242	112	30
276	293	236	32	246
103	218	29	163	90
8	129	258	227	203
254	270	47	106	116
267	74	104	86	194
38	225	50	117	98
186	110	275	94	14
208	121	147	6	174
297	3	231	110	55
227	106	223	46	210
259	177	264	6	21
41	72	279	224	298
186	104	199	40	205
159	125	59	181	144
252	193	280	154	234
133	95	18	47	262
191	205	263	115	287
211	17	270	141	151
81	84	210	32	135
57	223	224	25	19
203	159	196	269	268
294	28	270	204	151
100	139	91	86	43
79	271	215	246	191
227	81	62	106	38
146	17	104	25	167
172	220	223	107	28
131	33	55	261	243
20	78	21	271	43
46	53	51	240	74
114	256	183	269	21
12	33	53	143	16
65	262	169	162	2
89	19	281	116	263
98	76	9	34	49
244	188	231	37	6
165	22	67	156	40
13	149	271	11	69
9	61	84	248	147
224	138	103	43	283
71	194	108	136	167
54	90	288	219	151
203	89	41	285	56
21	295	49	148	180
125	34	260	286	171
159	87	249	285	237
165	234	69	121	160
104	229	7	25	166
51	88	285	105	58
208	254	260	16	21
34	15	12	185	294
64	246	249	181	236
92	99	101	45	120
42	131	159	67	5
46	37	275	242	229
241	2	4	184	57
179	42	23	173	112
61	78	56	25	282
159	31	287	64	181
228	175	262	65	167
249	27	108	250	221
25	266	71	300	290
201	1	166	3	231
297	119	11	112	5
90	80	188	182	85
247	222	76	44	245
289	38	146	128	129
94	107	163	205	269
216	264	131	83	130
266	148	52	246	3
131	62	118	5	143
151	185	198	30	1
82	144	240	83	271
273	268	188	274	41
153	136	299	37	215
59	156	15	215	183
267	69	283	50	102
222	52	19	164	200
20	147	285	126	214
11	130	235	184	228
13	53	27	149	36
171	109	30	157	275
237	241	59	229	199
137	30	12	204	177
63	206	294	284	82
269	257	99	259	109
184	220	122	209	24
198	123	240	59	282
274	243	260	190	291
183	228	79	277	246
26	66	167	29	65
70	219	282	291	101
295	256	229	164	96
171	236	216	48	151
7	258	55	68	105
195	109	85	183	225
300	214	134	54	131
207	102	68	259	252
273	84	286	187	66
23	171	141	27	28
128	144	128	95	277
38	196	147	289	79
48	214	299	167	100
72	140	53	27	80
32	21	144	58	132
47	116	133	156	263
212	247	72	140	237
189	288	241	188	286
87	182	122	50	219
262	162	99	215	26
149	18	268	172	238
276	117	131	27	297
255	99	54	62	36
214	273	194	69	264
220	106	271	127	195
123	215	177	287	218
168	166	186	188	283
113	76	257	67	258
198	268	152	168	273
110	60	138	96	75
161	43	144	26	189
180	15	43	16	147
256	85	279	252	221
28	140	181	9	240
158	150	227	153	183
47	143	254	120	236
62	187	50	87	228
289	200	96	243	22
125	222	110	147	31
154	156	109	81	214
166	192	101	33	142
171	17	1	84	57
37	114	55	231	24
219	225	146	19	179
31	191	178	100	277
43	225	242	29	69
132	56	272	36	136
173	179	221	55	85
21	275	172	255	28
279	232	117	282	92
213	97	298	183	3
297	99	200	232	82
214	257	277	96	194
76	199	293	216	77
28	203	23	123	45
140	212	224	263	234
154	107	11	249	118
298	249	149	194	251
156	162	223	257	214
122	63	42	274	58
158	143	263	130	47
148	141	15	161	283
11	138	244	296	196
110	274	164	51	19
255	27	61	198	127
113	70	138	180	68
214	275	224	40	53
140	215	31	87	37
273	300	245	105	237
111	70	172	262	15
231	45	96	51	223
293	168	228	297	142
241	25	108	36	227
95	160	281	191	88
165	145	157	145	114
188	34	57	117	60
10	121	66	139	189
2	175	5	108	3
234	195	250	54	154
73	289	299	177	253
62	163	260	242	8
31	293	165	44	182
266	6	159	134	225
300	78	109	116	35
183	62	188	70	264
76	135	293	117	47
207	56	128	23	84
294	267	195	49	297
224	276	254	143	42
57	195	285	37	15
206	222	68	286	226
98	138	54	293	256
27	225	152	90	177
219	272	242	201	153
24	65	198	205	206
19	243	250	169	283
144	157	17	140	142
171	155	168	70	221
193	207	242	69	111
47	250	278	264	289
256	268	44	255	101
237	194	290	146	137
19	16	71	97	243
73	28	70	295	243
292	43	45	268	129
51	204	116	221	298
80	67	29	289	90
105	147	14	193	264
45	290	35	226	15
93	243	155	59	79
117	88	92	45	224
166	132	300	17	188
47	113	44	214	33
163	91	270	129	213
156	229	189	176	262
169	237	230	238	113
218	125	124	242	111
99	251	46	284	156
142	30	139	107	85
84	54	84	63	16
233	113	209	293	121
86	213	61	205	168
48	74	271	179	239
33	293	31	10	155
86	231	157	43	24
254	134	166	1	59
138	239	185	136	102
144	189	218	205	241
205	134	281	168	261
203	130	55	67	178
233	91	214	62	108
159	52	272	55	87
80	99	184	279	183
6	227	247	238	42
46	210	73	82	111
87	202	220	119	13
257	214	127	239	149
61	250	35	282	228
233	125	149	41	67
262	162	82	39	214
71	253	31	90	127
119	295	114	16	289
203	261	58	247	91
145	116	181	134	234
153	178	102	125	228
91	51	20	152	96
164	286	192	292	47
159	198	200	33	282
220	108	292	297	182
207	61	10	17	243
274	241	279	245	289
151	230	72	167	258
138	255	30	72	29
48	215	267	133	143
95	225	261	233	100
58	131	158	6	237
146	210	226	83	67
88	300	36	116	291
264	22	62	65	218
128	71	136	200	126
215	93	152	248	159
126	209	127	57	166
128	5	282	170	36
207	33	189	2	250
293	114	230	136	168
121	87	249	199	80
274	261	280	218	282
135	292	133	299	113
49	167	189	178	264
2	56	287	132	76
57	175	254	160	219
191	267	14	220	173
235	172	187	281	31
13	97	219	207	275
280	266	163	139	291
36	94	116	32	140
204	291	20	62	170
253	64	188	109	5
189	71	217	194	70
106	59	290	190	290
216	249	190	79	282
95	24	69	140	128
246	109	165	266	161
49	268	22	2	182
148	98	78	145	128
295	164	204	293	120
253	83	176	190	54
274	88	231	159	116
36	277	146	192	107
124	16	46	186	144
31	234	125	49	250
131	210	122	152	123
273	298	95	264	232
249	178	67	153	155
271	27	221	230	68
176	86	71	130	242
267	231	129	138	170
107	223	174	180	232
195	186	256	168	59
240	225	205	245	18
238	17	91	164	58
278	219	111	111	10
184	33	295	109	295
138	57	18	28	166
237	61	215	95	140
1	118	121	29	152
108	40	177	61	272
45	247	249	136	170
18	93	209	220	33
143	102	124	89	225
27	279	69	186	35
73	3	58	270	36
114	75	166	95	79
165	268	91	86	241
53	296	99	110	17
67	157	33	279	156
62	22	11	13	286
78	29	122	220	9
132	70	105	72	81
136	144	201	90	195
100	55	83	69	12
3	19	45	269	103
100	298	85	9	104
244	36	151	122	21
281	255	169	176	69
73	98	249	87	174
222	277	256	55	187
278	296	278	16	65
45	262	138	11	32
84	2	177	172	94
149	15	198	92	127
20	217	38	180	39
189	224	128	9	69
241	132	242	24	293
60	70	219	192	187
101	282	150	235	278
299	284	123	163	238
252	83	39	73	248
153	251	203	290	37
198	100	123	57	8
235	271	133	215	13
130	119	259	59	167
202	262	276	292	110
265	208	185	91	225
183	218	204	189	70
25	265	91	79	149
299	284	50	34	27
272	28	16	26	70
262	65	101	3	131
123	153	268	300	157
195	242	246	17	279
271	101	87	221	278
192	147	72	126	300
100	95	272	141	268
205	195	144	282	102
1	41	44	120	195
185	253	123	39	213
222	256	78	52	167
63	118	254	113	153
96	31	144	219	18
162	248	90	67	100
246	102	267	110	175
209	197	33	166	37
37	101	282	163	290
296	206	93	265	83
41	239	183	253	147
155	45	297	48	34
293	132	58	300	294
242	49	202	88	169
197	99	81	159	246
215	96	6	215	290
249	17	200	35	7
189	202	198	46	188
225	202	297	34	215
300	179	46	136	154
80	172	219	256	109
172	136	94	283	58
30	146	120	220	151
215	287	265	286	126
180	260	255	292	254
28	180	79	244	180
181	153	31	245	62
60	174	99	278	93
250	248	121	296	219
179	268	51	120	232
124	84	175	204	167
110	268	222	189	105
87	133	286	104	202
262	90	192	150	285
263	65	173	295	94
247	43	259	68	8
50	146	300	106	54
92	98	210	14	10
50	261	170	30	171
45	278	156	153	89
205	200	169	191	54
89	201	93	272	87
152	56	145	261	232
92	81	135	23	106
43	61	256	129	158
128	98	155	191	94
24	229	145	221	72
197	3	270	217	103
137	178	242	251	201
110	65	3	22	145
91	17	177	93	242
187	103	113	233	206
94	127	237	58	70
243	115	195	270	151
181	251	99	41	108
168	299	189	140	268
42	108	34	116	240
233	208	172	267	137
37	89	122	280	126
227	61	29	121	151
211	51	300	46	246
193	37	298	52	28
39	84	281	234	213
243	206	33	298	217
126	268	54	242	35
251	262	36	299	109
240	236	280	120	17
15	139	175	228	190
209	96	238	148	238
228	212	90	12	25
224	141	13	235	96
202	185	137	7	219
223	116	78	47	250
86	265	145	212	111
195	195	4	237	243
35	179	272	74	115
65	266	263	24	10
44	172	63	202	160
10	61	255	217	135
91	147	4	224	98
163	248	242	258	145
251	258	70	195	144
59	234	264	294	285
138	90	92	50	72
253	136	33	244	142
156	224	233	210	185
95	170	299	106	279
173	8	61	49	106
30	208	65	108	292
63	108	263	255	284
252	151	261	137	132
150	126	288	222	77
258	74	248	181	262
226	149	62	252	43
206	263	271	59	64
165	252	230	146	147
230	180	137	221	208
184	83	47	263	208
169	30	213	57	273
145	291	250	88	180
91	277	31	101	202
15	237	139	69	81
101	86	257	272	173
53	94	63	120	55
296	43	300	38	39
297	25	196	68	286
82	230	117	91	86
121	209	212	12	104
188	127	85	21	100
154	51	70	31	70
100	185	164	18	95
136	191	116	174	240
120	24	203	242	186
54	121	130	70	169
227	242	205	251	233
186	207	201	71	90
287	125	146	211	105
106	203	295	99	270
164	284	59	44	297
196	203	152	137	164
241	295	215	211	154
120	268	233	203	249
121	14	28	205	227
281	283	247	289	225
28	111	50	102	137
46	105	44	257	214
129	252	66	128	242
223	217	151	271	236
80	191	206	48	225
169	114	203	63	103
225	164	18	175	267
169	258	208	144	249
9	282	48	16	252
109	224	297	292	281
5	205	231	36	22
135	38	141	115	19
232	46	256	190	109
121	81	289	209	76
108	137	42	169	28
256	250	54	165	39
293	25	151	151	8
173	71	272	272	189
33	126	200	265	183
102	43	179	118	207
224	78	107	236	36
166	93	68	245	190
182	171	57	24	100
142	26	6	139	236
12	249	115	244	200
257	50	22	188	162
299	92	289	82	31
90	214	151	1	192
125	157	260	127	177
267	237	127	282	215
190	169	109	244	295
137	32	32	195	169
47	121	144	106	145
226	198	265	281	97
227	50	275	75	13
142	32	41	291	250
8	191	221	211	163
248	179	284	5	222
299	151	248	106	16
268	82	96	258	229
112	92	252	235	195
86	57	194	64	245
38	3	53	50	33
99	67	113	268	148
80	99	160	185	146
197	4	199	127	123
272	53	193	243	207
201	170	107	179	159
88	67	4	161	106
140	79	185	294	260
88	287	165	263	275
147	258	166	146	129
143	236	219	39	258
272	164	155	152	208
68	71	253	294	166
106	117	278	236	225
257	103	252	222	130
300	233	149	45	207
243	199	65	276	290
286	288	189	60	104
96	104	185	183	8
257	296	6	94	46
142	150	227	175	123
159	285	29	180	190
264	99	264	80	30
139	99	216	151	221
148	202	141	198	66
79	169	104	293	48
234	57	210	99	255
88	8	242	81	56
246	253	56	24	65
88	242	3	178	37
52	220	96	131	254
255	24	223	185	229
77	95	118	174	260
92	292	96	217	68
162	223	284	115	152
126	52	67	2	96
156	268	161	271	163
28	77	267	244	223
146	84	133	257	262
13	168	115	231	64
7	227	108	201	88
228	199	225	255	238
144	93	236	104	268
229	24	291	149	256
1	251	262	117	61
76	259	219	290	89
152	236	36	74	57
280	32	3	24	155
38	296	13	92	138
10	241	126	263	92
126	74	97	212	61
30	194	233	126	158
172	297	124	108	29
25	241	294	192	141
269	154	199	113	186
45	79	258	278	196
158	251	262	130	196
242	106	59	200	109
254	121	56	177	246
188	141	292	175	19
224	121	260	235	198
34	215	199	213	298
179	117	272	44	163
195	212	62	201	272
83	194	74	124	228
233	191	219	219	210
226	73	295	102	104
45	66	249	159	80
157	219	75	157	172
63	151	10	172	233
116	119	100	156	161
227	120	238	173	202
39	6	86	266	15
72	66	159	242	59
25	137	264	90	251
261	95	274	120	129
88	255	81	180	164
299	63	249	140	235
105	35	246	35	171
263	167	296	171	249
113	46	150	138	278
257	235	215	259	253
83	210	105	257	110
208	284	84	6	57
128	266	250	300	59
153	174	201	175	56
204	118	80	181	168
265	101	17	122	100
2	249	160	31	103
175	33	110	160	195
69	159	280	216	5
199	259	195	274	292
198	80	65	6	33
112	147	77	47	262
281	254	269	10	61
222	151	74	101	133
86	198	298	242	213
126	263	178	218	159
167	132	153	129	106
182	2	287	289	243
272	220	217	121	45
12	285	55	199	241
296	193	119	201	93
56	266	145	272	141
245	220	260	8	90
214	35	6	286	137
82	298	246	272	246
228	156	77	126	207
193	50	251	3	295
293	122	91	66	193
32	212	258	130	56
285	3	290	72	43
259	171	181	101	260
166	41	122	166	205
180	58	129	197	232
258	230	6	153	104
136	245	226	44	147
77	1	239	6	75
79	5	168	59	90
263	211	205	98	14
221	160	56	36	242
106	192	204	251	187
6	219	162	96	218
83	290	48	115	11
299	72	272	175	54
65	281	72	196	211
18	253	22	131	250
200	155	36	293	252
197	48	193	79	1
81	103	131	38	64
27	135	208	48	46
80	182	77	154	195
116	102	296	150	44
205	72	90	242	42
281	234	173	42	176
122	86	4	127	82
68	188	208	105	142
28	42	84	118	84
163	204	113	153	64
164	130	173	230	50
78	56	115	278	180
219	291	69	91	199
289	37	280	12	85
212	235	88	207	69
71	56	197	188	67
133	66	184	188	152
21	259	172	274	148
36	73	59	65	268
295	37	49	188	247
199	33	44	203	105
120	275	76	59	202
10	66	193	75	128
102	254	167	117	137
266	123	89	39	216
163	48	119	155	93
42	2	213	194	7
254	149	92	242	71
66	161	136	89	26
43	29	122	294	245
291	102	173	123	239
32	96	277	164	209
107	134	263	255	238
5	44	82	201	80
217	189	39	168	7
278	231	185	76	230
85	298	271	123	188
26	15	137	245	107
262	160	28	130	249
285	291	64	51	37
46	16	223	246	92
58	238	94	9	187
51	8	60	108	81
288	82	224	196	208
198	256	174	192	156
287	55	225	124	242
290	121	15	110	72
285	32	106	102	168
94	216	54	106	234
90	154	79	10	85
3	101	96	19	58
286	259	23	25	250
220	275	87	123	131
25	156	269	32	187
194	81	135	88	211
202	253	215	233	126
269	51	278	18	260
88	63	19	294	247
51	26	275	76	126
231	271	295	217	27
172	15	282	172	106
239	101	142	271	130
243	87	82	189	150
226	77	102	173	115
171	165	117	295	249
118	77	150	244	251
265	95	186	50	189
96	183	85	206	190
123	44	58	155	211
66	146	277	11	67
106	41	162	254	226
145	222	288	299	104
45	298	211	254	298
93	4	279	289	23
84	8	93	156	93
271	258	56	42	236
163	109	270	235	250
34	51	132	212	161
70	127	180	26	281
169	152	121	284	191
90	145	154	156	125
130	105	94	203	230
97	270	132	129	17
18	64	46	166	271
268	161	200	12	188
293	109	131	72	217
194	128	285	254	174
283	254	228	253	217
61	48	31	280	251
154	209	62	213	123
163	260	113	166	151
86	55	267	121	37
280	120	100	217	158
218	100	203	150	130
200	206	225	155	249
73	292	296	55	31
119	204	113	298	79
184	226	3	209	236
36	98	204	166	119
162	186	290	99	200
132	241	21	273	10
221	179	179	118	177
205	89	262	172	100
291	168	142	170	288
81	85	235	143	28
31	209	177	111	85
157	136	136	128	67
289	300	182	30	283
133	77	291	176	156
105	107	260	33	274
38	89	274	152	65
26	87	73	105	97
227	245	245	287	128
269	179	90	248	150
104	135	60	89	209
199	27	164	220	97
116	47	3	176	60
68	247	114	248	152
219	179	71	201	225
204	254	101	7	255
20	80	288	90	40
108	267	8	124	76
84	24	102	294	68
266	54	199	198	220
240	83	90	234	185
182	239	45	122	44
206	66	168	125	261
277	187	163	117	29
133	151	17	157	37
53	218	92	171	134
87	153	260	33	66
226	144	264	130	126
296	15	90	162	65
140	24	100	155	198
273	194	175	177	139
97	31	282	243	214
118	262	174	76	249
265	60	247	151	213
141	206	9	153	126
80	60	174	289	85
